"BOOK_ID","Senti_S1","Senti_S2","Senti_S3","Senti_E1","Senti_E2","Senti_E3","S_count","Avg_S_len","Flesch","W_count","Noun_Cnt","guten_genre"
"pg15774",121.934518934519,114.961233211233,111.513674388674,105.627604007886,111.734938672439,102.837021475257,13216,16.3474576271186,71.38,216048,810,"Literary"
"pg15793",118.923126614987,109.760435038213,105.120463728711,108.262801332654,116.773483365949,110.709459459459,1590,13.4012578616352,79.3,21308,173,"Literary"
"pg15797",110.068369043053,118.64873700183,101.738193219675,103.483333333333,104.415958364129,97.2215897378235,4238,21.7373761208117,69.75,92123,769,"Literary"
"pg15799",99.8343253968254,110.66383744856,110.780679994163,117.328393262067,113.793604651163,122.06575677409,1440,34.2340277777778,61.33,49297,200,"Literary"
"pg15864",105.095202020202,116.844545746061,114.593209320932,110.070388761565,114.777502204586,115.521791994014,3847,19.8263582011957,71.48,76272,291,"Literary"
"pg15875",103.092031217031,110.132030178326,104.882297551789,105.552822975237,101.314631463146,98.1533509700176,7169,11.8034593388199,79.5,84619,419,"Literary"
"pg15895",111.658395755306,115.072263330984,120.199099511599,110.142006802721,133.317604617605,120.474820538112,1359,19.2958057395143,75.37,26223,90,"Allegories"
"pg158",118.058007637017,118.021253349825,116.449082042456,118.383032128514,120.34774847146,116.810990338164,8639,18.6357217270517,64.54,160994,375,"Literary"
"pg15934",124.601489780061,107.264285714286,115.63673889967,103.852509809032,92.8944279100529,100.533755038065,8525,15.4205278592375,64.64,131460,901,"Literary"
"pg15941",121.264384920635,127.921810699588,113.035205535206,111.022748246585,117.086210946676,118.659538422197,2445,20.9423312883436,82.48,51204,425,"Literary"
"pg15989",108.064082382264,99.4338511604137,106.568283689994,105.042703150912,112.586075036075,114.356755651756,3343,13.2291355070296,79.6,44225,253,"Literary"
"pg16039",117.216713352007,114.441405395951,117.402069160998,116.163925843804,106.667134117838,122.015114379085,9886,16.4176613392677,72.8,162305,855,"Literary"
"pg16080",104.074300287172,106.502047450186,109.398345942738,115.055198449138,108.974697469747,107.800982384824,10754,17.9214245862005,72.19,192727,590,"Literary"
"pg16094",104.481202784144,116.724695938982,114.615419501134,108.450824289865,105.285714285714,103.191317941318,9338,15.3113086313986,75.74,142977,631,"Literary"
"pg16137",109.053087263614,111.601478494624,112.36464907248,103.740612648221,101.537112310489,105.149663299663,10964,10.6301532287486,77.47,116549,541,"Literary"
"pg16138",106.552282405941,111.798544418544,106.142817685786,122.355423115697,120.0322671156,107.515376984127,5208,20.857910906298,80.14,108628,549,"Literary"
"pg16143",115.330966652395,111.708089166931,114.019414575866,125.805926916221,112.911042438151,102.600605413105,3459,17.8938999710899,76.15,61895,376,"Literary"
"pg161",115.885576544667,113.847144918573,114.261961910477,118.535749964321,120.331194909508,107.153520499109,5191,23.1265652090156,58.45,120050,351,"Literary"
"pg16217",121.320008354219,120.20344041923,120.392817460317,112.659769050394,107.782916373033,119.571733821734,8643,20.1637163022099,65.19,174275,853,"Literary"
"pg16252",121.207029861524,119.535446160446,112.632456102753,114.181692259522,106.853695179645,116.88230861965,3218,22.0742697327533,71.38,71035,348,"Literary"
"pg16283",116.753539253539,108.382372835498,109.57905982906,110.207633053221,112.600069013112,113.099767080745,4713,16.6751538298324,67.49,78590,410,"Literary"
"pg1634",110.21784666946,112.937487116059,108.775847763348,114.22108924062,113.710749344552,118.613282293838,5785,11.6038029386344,88.36,67128,417,"Literary"
"pg16345",119.515965300849,114.005376344086,124.386882587817,100.720819304153,88.9245515830023,100.743350493351,1161,18.4280792420327,67.93,21395,112,"Literary"
"pg16381",107.977954144621,106.005211321476,111.859379509379,110.479080932785,107.012392835922,109.910993576316,8120,12.3615763546798,77.98,100376,779,"Literary"
"pg16398",108.679199832426,113.159645909646,105.587905219093,125.993633817163,124.434422921711,121.967054263566,7557,20.913987031891,69.65,158047,483,"Literary"
"pg16403",107.688717532468,108.60962962963,104.215828924162,102.451543080575,104.069885361552,95.2515954835542,2935,18.1635434412266,61.7,53310,249,"Literary"
"pg16453",122.975157642966,117.409857503608,117.092467114206,126.664632986062,120.255927265421,112.564657564658,5115,14.9474095796676,76.15,76456,521,"Literary"
"pg16497",105.621154729109,112.290933892496,108.488095238095,110.767304860088,110.17929722394,101.64182010582,9107,12.5575930602833,75.44,114362,457,"Love and Romance"
"pg16554",117.852425876011,108.834780092593,116.683312719027,107.337217256048,117.438230994152,103.69255952381,7560,11.9510582010582,81.63,90350,755,"Literary"
"pg16574",110.283181357649,113.50061842919,104.176587301587,112.267226722672,103.656520562771,113.095408772828,1141,30.532865907099,49.52,34838,367,"Literary"
"pg16612",102.058624055683,103.685117002127,106.45548039923,117.523919957593,117.124242424242,104.794984948002,6234,15.0428296438884,79.19,93777,569,"Literary"
"pg16662",105.378080618212,106.578843889189,108.980078563412,124.863852813853,119.271524771525,119.593036274071,5821,22.8146366603676,67.52,132804,590,"Literary"
"pg16676",112.730582219713,105.371582755144,114.818725198413,109.494722631321,106.821632071632,106.58645983646,3358,21.1045265038714,63.87,70869,198,"Literary"
"pg16682",102.088972431078,110.789457535592,106.76669925057,120.218676122931,111.681156806157,106.919191919192,4356,15.5720844811754,71.58,67832,415,"Literary"
"pg16703",112.90137987013,115.272014920367,111.099849749334,112.031515024936,97.6909937888199,101.298456790123,4971,18.9362301347817,62.11,94132,559,"Literary"
"pg16719",114.366028004917,109.889746227709,103.508535489668,110.839646464646,123.152252865736,110.654166666667,772,13.4883419689119,78.08,10413,118,"Literary"
"pg16720",106.321191506906,102.398111846225,121.167954345038,114.912565985351,114.863663085885,105.425577615233,7025,19.2109608540925,69.35,134957,485,"Literary"
"pg16730",108.662157287157,109.57673992674,102.865057827744,108.429665132046,111.985767195767,102.66361003861,5141,17.785061272126,73.31,91433,792,"Literary"
"pg16771",105.462313612314,108.898233898234,103.953265044814,115.481814995704,104.386287995159,96.3252314814815,4243,13.8960641055857,78.38,58961,208,"Literary"
"pg16788",108.590851492112,112.248135398738,112.84841853408,106.700897867565,107.90427111648,106.906921840466,5152,24.9619565217391,57.47,128604,470,"Literary"
"pg16798",105.851559616094,108.808302808303,109.071321321321,108.828393828394,100.617556158601,99.4807692307692,10935,13.9249199817101,75.03,152269,468,"Literary"
"pg16799",101.461994090566,104.999656908748,108.05889315363,99.2985150588243,103.112554112554,119.362108479756,4348,15.0657773689052,79.9,65506,553,"Literary"
"pg16803",104.668738946934,99.5148589065256,104.743977591036,115.106544901065,116.051111311528,112.823560863739,8578,11.7258102121707,78.38,100584,578,"Literary"
"pg16836",109.884193776521,115.122835497835,119.487951807229,104.85970464135,115.863005050505,108.192390667638,5851,17.0569133481456,70.67,99800,379,"Literary"
"pg16909",95.8463168438897,108.542396095968,100.05099464028,110.546615581098,101.627987092273,108.30663335293,5534,13.7603903144199,76.56,76150,612,"Literary"
"pg16919",110.174857821917,112.168146265972,106.972890559733,101.415185403822,105.279158040028,103.866475602587,2352,10.8184523809524,86.44,25445,226,"Detective and Mystery"
"pg16968",116.132633477633,111.367173016109,115.827426467613,124.720174091142,120.056786350904,117.852780381131,6177,8.66164804921483,90.09,53503,284,"Literary"
"pg1699",101.65233426704,111.587552742616,103.017915499533,103.860625656922,106.907494980865,101.036480880231,7253,11.5224045222666,80.62,83572,363,"Detective and Mystery"
"pg16993",104.913544042576,107.883365119729,115.5151996152,119.985801660114,105.197278911565,110.988390397481,8132,19.5166010821446,68.03,158709,518,"Literary"
"pg17047",110.296065046065,112.317001556363,110.355571142805,94.1252035002035,101.647230734309,107.012429108359,6148,14.9287573194535,77.67,91782,681,"Sea and Adventure"
"pg17048",105.731040564374,107.529253154253,114.136577708006,118.105290711998,110.961407639979,116.757697456493,2908,19.423658872077,69.35,56484,331,"Literary"
"pg17062",111.461720776237,106.444016495487,111.651082965439,131.406100172229,122.700396825397,119.761845943911,2070,28.5381642512077,58.39,59074,548,"Literary"
"pg17084",102.449667962423,119.787178507767,103.867113095238,104.505036630037,115.800751879699,101.66619425548,4176,20.183908045977,72.7,84288,1110,"Literary"
"pg17141",99.7981859410431,106.573877511378,100.699194324194,117.089845580105,122.562777004741,116.732142857143,7368,16.868213897937,74.93,124285,643,"Literary"
"pg17191",106.970700394613,111.503839669681,108.844332298137,109.349480021894,107.856289081289,103.937623414597,4622,21.2252271743834,56.42,98103,705,"Literary"
"pg17241",106.344682729551,102.386767107162,101.133409491743,112.08614996115,108.515536315536,107.822916666667,1086,18.6068139963168,67.49,20207,202,"Literary"
"pg17308",106.078546176046,102.105240912933,97.2876726448155,111.115221987315,111.337007290955,111.80486934563,11246,15.7369731460075,72.7,176978,892,"Literary"
"pg17359",116.330985915493,110.556758056758,120.42905982906,112.299915824916,103.640782828283,107.910790598291,6927,10.2855492998412,88.77,71248,384,"Love and Romance"
"pg17390",114.020354645355,114.474093614719,105.110427807487,104.559884559885,106.563719814322,123.576685219542,2306,10.2233304423244,79.9,23575,230,"Literary"
"pg17402",110.879259259259,113.945413436692,109.188892704518,104.12705876499,107.846083788707,113.734699208837,8121,11.3318556827977,81.12,92026,441,"Literary"
"pg17434",101.27886002886,104.585676037483,100.021645021645,102.464575329819,102.636710331516,119.70969819654,8155,13.0714898835071,75.54,106598,865,"Literary"
"pg17446",115.740082300178,100.650033369408,104.88739435168,109.701253607504,109.22965571205,103.269047619048,5501,11.5144519178331,78.99,63341,144,"Literary"
"pg1747",102.85058750773,106.053187403994,102.265935019841,107.667824074074,98.8802083333333,106.195011337868,4083,13.6348273328435,68.54,55671,284,"Literary"
"pg1748",107.754596053297,107.763796033027,106.962481962482,101.226068376068,92.7612179487179,102.347414234511,10141,14.5337737895671,49.25,147387,596,"Detective and Mystery"
"pg17559",103.073251823252,102.182457486255,102.6418767507,104.107083717739,101.627121212121,106.012846992365,1695,15.5162241887906,75.24,26300,221,"Literary"
"pg17564",106.142592013074,105.90243902439,109.251123349225,103.763402660142,116.054360569986,109.849785981808,10857,14.184857695496,75.84,154005,404,"Literary"
"pg17642",107.891920793983,111.207572440331,104.942892645274,104.24200913242,100.473993764172,109.588338071547,11017,14.6565308160116,78.99,161471,815,"Literary"
"pg17698",117.111585038056,109.664876614244,109.953722002635,100.218137254902,100.323598710317,89.5953937130408,13838,12.8096545743605,78.99,177260,685,"Literary"
"pg17745",100.840615283914,124.351265177023,116.602244781822,108.80413510101,124.864575239575,122.77324334616,5960,14.7969798657718,87.05,88190,365,"Literary"
"pg17806",97.2713784231641,103.674118027566,107.702175697865,115.027462121212,96.3184765776229,108.312610229277,3441,17.4245858761988,72.29,59958,443,"Literary"
"pg17938",108.903439153439,114.21293046293,113.850722546375,107.422547332186,116.920757903712,104.414767090548,6262,13.8763973171511,86.23,86894,453,"Literary"
"pg18022",117.275850611377,112.068147225681,118.244252873563,121.441139069264,112.346106999333,109.123573396301,2158,20.3308619091752,74.22,43874,231,"Literary"
"pg18052",111.924618525682,115.657489177489,110.463991841492,105.27745825603,108.306101190476,103.684020657705,5002,17.2079168332667,73,86074,360,"Literary"
"pg18054",103.377767274919,103.838018941467,113.828383626178,111.818508615567,117.475542348424,111.750020614306,1726,22.7995365005794,70.36,39352,111,"Literary"
"pg1809",102.337748714509,99.1666666666667,102.086598352421,117.980599647266,113.469124922696,108.733968171468,6077,12.9822280730624,77.57,78893,524,"Western Stories"
"pg18239",105.56550047175,106.395025991412,97.1993779493779,110.156300615484,109.710221123573,110.020897379593,4256,19.3914473684211,68.84,82530,806,"Literary"
"pg18259",110.683940242764,111.026722925457,106.220238095238,112.988994573502,115.080274470899,104.371584699454,4872,15.4199507389163,70.26,75126,472,"Literary"
"pg18280",106.612743317289,109.904850921085,115.110659159816,105.485185501633,108.567131398014,120.460119047619,4048,13.3095355731225,68.84,53877,280,"Literary"
"pg1832",109.241522366522,106.943094419899,98.7907228573895,103.717113818966,107.350473985891,101.123218486232,2590,16.5135135135135,74.93,42770,159,"Detective and Mystery"
